"Title","Publication Year","Medline PMID","PUI"
"Ertapenem once a day versus piperacillin-tazobactam every 6 hours for treatment of acute pelvic infections: A prospective, multicenter, randomized, double-blind study","2003",12839630,L36604819
"Hospital resource use and cost of treatment with linezolid versus teicoplanin for treatment of serious gram-positive bacterial infections among hospitalized patients from South America and Mexico: Results from a multicenter trial","2003",12860502,L36801952
"Antibiotic treatment of acute otorrhea through tympanostomy tube: Randomized double-blind placebo-controlled study with daily follow-up","2003",12728089,L36542622
"Intervention strategies for the rational use of anti-microbials","2003",12716572,L36961697
"Evaluation of ticarcillin/clavulanic acid versus ceftriaxone plus amikacin for fever and neutropenia in pediatric patients with leukemia and lymphoma.","2003",12959681,L137588206
"Evaluation of imipenem 1.5 g daily in febrile patients with short duration neutropenia after chemotherapy for non-leukemic hematologic malignancies and solid tumors: Personal experience experience and review of the literature","2003",12769338,L36304819
"Outpatient, sequential, parenteral-oral antibiotic therapy for lower risk febrile neutropenia in children with malignant disease: A single-center, randomized, controlled trial in Argentina","2003",12655535,L36350721
"Comparison of effectiveness of two urinary drainage systems in intensive care unit: A prospective, randomized clinical trial","2003",12595976,L36523669
"Antibiotic prophylaxis in elective thoracic surgery: Cefuroxime versus cefepime","2003",12730816,L36637420
"Prospective randomised double-blind comparative study of rocuronium and pancuronium in adult patients scheduled for elective 'fast-track' cardiac surgery involving hypothermic cardiopulmonary bypass","2003",12638566,L36329273
"Clostridium difficile-associated diarrhoea in patients with community-acquired lower respiratory infection being treated with levofloxacin compared with β-lactam-based therapy","2003",12615873,L36336165
"A randomized phase II study of alternating and sequential regimens of docetaxel and doxorubicin as first-line chemotherapy for metastatic breast cancer","2003",12598350,L36367422
"Comparison of effectiveness of two urinary drainage systems in intensive care unit: A prospective, randomized clinical trial","2003",12577151,L36379442
"A prospective, randomised comparison of autologous chondrocyte implantation versus mosaicplasty for osteochondral defects in the knee","2003",12678357,L36410545
"Short versus standard duration oral antibiotic therapy for acute urinary tract infection in children.","2003",12535494,L36493645
"Improvement of intraoperative antibiotic prophylaxis in prolonged cardiac surgery by automated alerts in the operating room","2003",12558230,L36083917
"Efficacy, tolerability, safety and pharmacokinetics of a nanofiltered intravenous immunoglobulin: Studies in patients with immune thrombocytopenic purpura and primary immunodeficiencies","2003",12542733,L36564985
"Combination therapy with polymyxin B-immobilized fibre haemoperfusion and teicoplanin for sepsis due to methicillin-resistant Staphylococcus aureus","2003",12495686,L38002089
"Corticosteroid therapy for patients with acute exacerbations of chronic obstructive pulmonary disease: A systematic review","2002",12456224,L35453491
"A randomized comparison of quadruple and triple therapies for Helicobacter pylori eradication: The QUADRATE study","2002",12454831,L35408299
"Prospective epidemiologic survey of patients with community-acquired pneumonia requiring hospitalization in Switzerland","2002",12718823,L36055137
"Antibiotic prophylaxis in percutaneous nephrolithotomy: Prospective study in 81 patients","2002",12490017,L35340760
"Treatment approaches for infected hemodialysis vascular catheters","2002",12394603,L35440839
"Response and relapse rates of Candidal esophagitis in HIV-infected patients treated with Caspofungin","2002",12230933,L35101826
"Risk of respiratory complications and wound infection in patients undergoing ambulatory surgery: Smokers versus nonsmokers","2002",12357149,L35125229
"Controlling acute bacterial maxillary sinusitis","2002",12387693,L35174879
"Seven days vs. 10 days ceftriaxone therapy in bacterial meningitis","2002",12405169,L35189763
"Efficacy of a novel PEGylated humanized anti-TNF fragment (CDP870) in patients with rheumatoid arthritis: A phase II double-blinded, randomized, dose-escalating trial","2002",12364632,L35203540
"Influence of probiotics and fibre on the incidence of bacterial infections following major abdominal surgery - Results of a prospective trial","2002",12436353,L35257087
"Three days of antibiotics as good as five days for childhood pneumonia","2002",,L35153856
"Three days of pivmecillinam or norfloxacin for treatment of acute uncomplicated urinary infection in women","2002",12195873,L34906138
"Antibiotic pharmacodynamics in surgical prophylaxis: An association between intraoperative antibiotic concentrations and efficacy","2002",12183263,L34898688
"Alternative and rescue treatment regimens for Helicobacter pylori eradication","2002",12186623,L34966045
"Laparoscopy in children with complicated appendicitis","2002",12194123,L34977609
"Randomized comparative study of tegafur/uracil and oral leucovorin versus parenteral fluorouracil and leucovorin in patients with previously untreated metastatic colorectal cancer","2002",12202662,L34983221
"A randomised clinical trial of nebulised tobramycin or colistin in cystic fibrosis","2002",12358344,L35050161
"Oral fluoroquinolones in the treatment of pneumonia, bronchitis and sinusitis","2002",,L35402898
"Short compared with standard duration of antibiotic treatment for urinary tract infection: A systematic review of randomised controlled trials","2002",12138060,L34828016
"Efficacy, tolerability and development of resistance in HIV-positive patients treated with fluoconazole for secondary prevention of oropharyngeal candidiasis: A randomized, double-blind, placebo-controlled trial","2002",12161404,L34918853
"What really affects the incidence of central venous catheter-related infections for short-term catheterization?","2002",12244905,L35538289
"Efficacy of a ten day course of ceftriaxone compared to a shortened five day course in the treatment of community-acquired pneumonia in hospitalized adults with risk factors","2002",,L34763793
"Antibiotic duration for treating uncomplicated, symptomatic lower urinary tract infections in elderly women.","2002",12137628,L35620876
"Changes in the intestinal flora after the administration of prophylactic antibiotics to patients undergoing a gastrectomy","2002",12111513,L34754261
"A prospective, multicenter, randomized, double-blind study comparing ertapenem and ceftriaxone followed by appropriate oral therapy for complicated urinary tract infections in adults","2002",12100914,L34722938
"Early enteral supply of Lactobacillus and fiber versus selective bowel decontamination: A controlled trial in liver transplant recipients","2002",12134110,L34779222
"Stool antigen assay to screen Helicobacter pylori infection and to assess the success of 3-day and 7-day eradication therapy in the patients with partial gastrectomy","2002",12047326,L34665838
"A randomized, multicenter study of G-CSF starting on day +1 vs day +5 after autologous peripheral blood progenitor cell transplantation","2002",12040471,L34618905
"Management of suspected acute viral upper respiratory tract infection in children with intranasal sodium cromoglicate: A randomised controlled trial","2002",12090980,L34694022
"A prospective randomized study comparing retroperitoneal drainage with no drainage and no peritonization following radical hysterectomy and pelvic lymphadenectomy for invasive cervical cancer","2002",12214830,L35021663
"No advantage of treating acute respiratory tract infections with azithromycin in a placebo-controlled study","2002",12064684,L34520665
"The natural history of acute cough in children aged 0 to 4 years in primary care: A systematic review","2002",12014540,L34495499
"A meta-analysis of randomized, controlled trials comparing short- and long-course antibiotic therapy for urinary tract infections in children.","2002",11986476,L35677447
"Does amoxicillin improve outcomes in patients with purulent rhinorrhea? A pragmatic randomized double-blind controlled trial in family practice","2002",11978253,L34289366
"In vivo synergistic effect between cefpirom and vancomycin against severe infections with methicillin-resistant Staphylococcus aureus in critically ill patients","2002",11980329,L34288733
"Clinical applications of hematopoietic growth factors in pediatric oncology","2002",11953668,L34275968
"Skin closure after infrainguinal bypass surgery: A prospective randomised study","2002",11991693,L41079442
