"","PMID","PUI","Title"
"3323",17280499,"L46268013","Alemtuzumab in chronic lymphocytic leukemia"
"3324",17164546,"L46269282","A randomized controlled trial of enteral versus parenteral feeding in patients with predicted severe acute pancreatitis shows a significant reduction in mortality and in infected pancreatic complications with total enteral nutrition"
"3325",17287305,"L46271719","Population screening for lung cancer using computed tomography, is there evidence of clinical effectiveness? A systematic review of the literature"
"3326",17256746,"L46374587","Adding-on versus switching-to adefovir therapy in lamivudine-resistant HBeAg-negative chronic hepatitis B"
"3327",17335692,"L46423062","Antibacterial prophylaxis in patients with neutropenia"
"3332",17180553,"L350130404","A randomized comparison of transobturator tape and Burch colposuspension in the treatment of female stress urinary incontinence"
"3335",17141481,"L44959780","Effects of anti-Helicobacter pylori treatment and probiotic supplementation on intestinal microbiota"
"3337",17080004,"L46035690","Early predictors for infection recurrence and death in patients with ventilator-associated pneumonia"
"3338",17187610,"L46307382","Improvement of the eradication rate of Helicobacter pylori gastritis in children is by adjunction of omeprazole to a dual antibiotherapy"
"3341",17120172,"L47023332","A randomized trial of local anesthesia with intravenous sedation vs general anesthesia for the vaginal correction of pelvic organ prolapse"
"3342",17854593,"L47374144","Primary Prophylaxis of Spontaneous Bacterial Peritonitis Delays Hepatorenal Syndrome and Improves Survival in Cirrhosis"
"3344",17845685,"L47383342","Nitrofuran-based regimens for the eradication of Helicobacter pylori infection"
"3348",17180590,"L44968927","Long-term antibiotic treatment with roxithromycin in patients with multiple sclerosis"
"3349",17114653,"L46631364","Meta-analysis of randomized controlled trials of prophylactic granulocyte colony-stimulating factor and granulocyte-macrophage colony-stimulating factor after autologous and allogeneic stem cell transplantation"
"3350",17081282,"L47086461","Reduction of nosocomial pneumonia after major burns by trace element supplementation: Aggregation of two randomised trials"
"3351",17197376,"L46164963","No virological failure in semen during properly suppressive antiretroviral therapy despite subtherapeutic local drug concentrations"
"3352",16855971,"L44587953","Long-term antibiotics for preventing recurrent urinary tract infection in children."
"3353",16856095,"L44588075","Antibiotic prophylaxis for surgical introduction of intracranial ventricular shunts."
"3354",16787958,"L44404483","Prognostic factors and clinical outcome in acute lower respiratory tract infections: A prospective study in general practice"
"3356",16965415,"L44352546","Skin colonization by Staphylococcus aureus in patients with eczema and atopic dermatitis and relevant combined topical therapy: A double-blind multicentre randomized controlled trial"
"3357",16940855,"L44454814","Brief report: Randomized controlled trial of zinc supplementation for persistent diarrhea in adults with HIV-1 infection"
"3359",17014560,"L44470095","Combined therapy of low-dose tacrolimus and prednisone in nephrotic syndrome with slight mesangial proliferation"
"3360",17127226,"L44776161","A pilot study on prevention of catheter-related urinary tract infections with fluoroquinolones"
"3361",16939743,"L44308435","A multicenter prospective randomized trial of corticosteroids in primary therapy for Kawasaki disease: Clinical course and coronary artery outcome"
"3363",16934148,"L47086878","Administration of antibiotics via the respiratory tract for the prevention of ICU-acquired pneumonia: A meta-analysis of comparative trials"
"3365",16856905,"L44006104","Role of interferon-alpha administration after 2-deoxycoformycin in the treatment of hairy cell leukemia patients"
"3366",16882326,"L44051349","Role of the preliminary susceptibility testing for initial and after failed therapy of Helicobacter pylori infection with levofloxacin, amoxicillin, and esomeprazole"
"3367",16846734,"L44149088","Gemcitabine and split-dose paclitaxel or docetaxel in metastatic breast cancer: A randomised phase II study"
"3368",16858182,"L44305534","Randomized controlled trial of moxifloxacin compared with piperacillin-tazobactam and amoxicillin-clavulanate for the treatment of complicated intra-abdominal infections"
"3371",17190130,"L46317640","Peripheral venous catheter-related inflammation: A randomized prospective trial"
"3373",16652311,"L43752642","Reduction of urinary tract infection and antibiotic use after surgery: A controlled, prospective, before-after intervention study"
"3378",16608782,"L43573098","Cost effectiveness of local collagen-gentamicin as prophylaxis for sternal wound infections in different risk groups"
"3380",16569261,"L47086791","Combination therapy versus monotherapy: A randomised pilot study on the evolution of inflammatory parameters after ventilator associated pneumonia [ISRCTN31976779]"
"3383",16522892,"L43429882","Telephone follow-up of patients receiving antibiotic prescriptions from community pharmacies"
"3385",16495262,"L43327805","Pharmacokinetic-pharmacodynamic relationships describing the efficacy of oritavancin in patients with Staphylococcus aureus bacteremia"
"3386",16507847,"L43372521","Determining asthma treatment by monitoring sputum cell counts: Effect on exacerbations"
"3387",16480401,"L43400184","CDP571, a humanized monoclonal antibody to tumour necrosis factor-α, for steroid-dependent Crohn's disease: A randomized, double-blind, placebo-controlled trial"
"3388",16507165,"L47079786","Effect of oral decontamination with chlorhexidine on the incidence of nosocomial pneumonia: A meta-analysis"
"3389",16452592,"L43180914","Inhaled heparin in cystic fibrosis"
"3391",16355320,"L43054218","Use of broad-spectrum antimicrobials for the treatment of pneumonia in seriously ill patients: Maximizing clinical outcomes and minimizing selection of resistant organisms"
"3394",16437135,"L43695562","Intensive consolidation versus oral maintenance therapy in patients 61 years or older with acute myeloid leukemia in first remission: Results of second randomization of the AML HD98-B treatment trial [13]"
"3395",16797249,"L43994545","Onercept for Moderate-to-Severe Crohn's Disease: A Randomized, Double-Blind, Placebo-Controlled Trial"
"3396",16932345,"L44590960","Non-infusional vs intravenous consolidation chemotherapy in elderly patients with acute myeloid leukemia: Final results of the EORTC-GIMEMA AML-13 randomized phase III trial"
"3400",16034908,"L41834212","Vitamin A for non-measles pneumonia in children."
"3401",16235325,"L41867551","Interventions to improve antibiotic prescribing practices in ambulatory care."
"3402",16235326,"L41867552","Interventions to improve antibiotic prescribing practices for hospital inpatients."
"3403",16235397,"L41867618","Prophylactic antibiotics to reduce morbidity and mortality in neonates with umbilical venous catheters."
"3408",16256917,"L41539767","Paint-only is equivalent to scrub-and-paint in preoperative preparation of abdominal surgery sites"
"3409",16169304,"L44356111","β-Lactamase inhibition with clavulanic acid supplementing standard amoxycillin-based triple therapy does not increase Helicobacter pylori eradication rate"
"3411",16247099,"L41546691","Efficacy of an extract of North American ginseng containing poly-furanosyl-pyranosyl-saccharides for preventing upper respiratory tract infections: A randomized controlled trial"
"3416",16097980,"L41215807","The modified Misgav-Ladach versus the Pfannenstiel-Kerr technique for cesarean section: A randomized trial"
"3421",16107222,"L41215898","Procalcitonin-guided antibiotic use versus a standard approach for acute respiratory tract infections in primary care: Study protocol for a randomised controlled trial and baseline characteristics of participating general practitioners [ISRCTN73182671]"
"3423",15846719,"L40951071","Antibiotic regimens for secondary peritonitis of gastrointestinal origin in adults."
"3424",15846726,"L40951078","Duration of antibacterial treatment for uncomplicated urinary tract infection in women."
"3426",15953905,"L40813404","Efficacy of amoxicillin/clavulanic acid in preventing infectious and inflammatory complications following impacted mandibular third molar extraction"
"3430",15674914,"L40699056","Antibiotics for acute pyelonephritis in children."
"3431",15970833,"L40827057","Timing of prophylactic antibiotic administration in the uninfected laboring gravida: A randomized clinical trial"
"3437",15821265,"L40547354","Prophylaxis of cytomegalovirus disease in transplant patients"
"3438",15774257,"L40357909","Prospective, randomized, multicentric, open, comparative study on the efficacy of a prophylactic single dose of 500 mg levofloxacin versus 1920 mg trimethoprim/sulfamethoxazole versus a control group in patients undergoing TUR of the prostate"
"3442",15756271,"L40546669","Optimisation of irinotecan dose in the treatment of patients with metastatic colorectal cancer after 5-FU failure: Results from a multinational, randomised phase II study"
"3447",15705638,"L40425462","Impact of an interdisciplinary strategy on antibiotic use: A prospective controlled study in three hospitals"
