"","PMID","title","Publication.Year","relevent","dur_trial","reason_exclude","Comments","short_dur","long_dur","fu_period"
"1197",28161927,"Optimal Duration for the Use of 0.5% LevofloxacinEye Drops Before Vitreoretinal Surgery",2017,0,0,"Intervention (not antibiotics or duration)","",NA,NA,NA
"1198",28219190,"Efficacy and safety of procalcitonin guidance in reducing the duration of antibiotic treatment of sepsis patients",2017,0,1,"Resistance during f/u not included","",NA,NA,NA
"1199",28219588,"Early Removal of Double-J Stents Decreases Urinary Tract Infections in Living Donor Renal Transplantation: A Prospective, Randomized Clinical Trial",2017,0,0,"Intervention (not antibiotics or duration)","",NA,NA,NA
"1200",28263245,"The Treatment of Possible Severe Infection in Infants: An Open Randomized Safety Trial of Parenteral Benzylpenicillin and Gentamicin Versus Ceftriaxone in Infants <60 days of Age in Malawi",2017,0,0,"Intervention (not antibiotics or duration)","",NA,NA,NA
"1201",28274772,"A double-blind randomized controlled trial of ibuprofen compared to placebo for uncomplicated cellulitis of the upper or lower limb",2017,0,0,"Intervention (not antibiotics or duration)","",NA,NA,NA
"1202",28283830,"Is 5 days of oral fluoroquinolone enough for acute uncomplicated pyelonephritis? The DTP randomized trial",2017,0,1,"Resistance during f/u not included","",NA,NA,NA
"1203",28314743,"Adjunctive clindamycin for cellulitis: A clinical trial comparing flucloxacillin with or without clindamycin for the treatment of limb cellulitis",2017,0,0,"Intervention (not antibiotics or duration)","",NA,NA,NA
"1204",28366170,"Treatment duration of febrile urinary tract infection: a pragmatic randomized, double-blind, placebo-controlled non-inferiority trial in men and women",2017,0,1,"Resistance during f/u not included","",NA,NA,NA
"1205",28398692,"Seven versus 10 days antibiotic therapy for culture-proven neonatal sepsis: A randomised controlled trial",2017,0,1,"Resistance during f/u not included","",NA,NA,NA
"1206",28477440,"Association between long-lasting intravitreous fluocinolone acetonide implant vs systemic anti-inflammatory therapy and visual acuity at 7 years among patients with intermediate, posterior, or panuveitis",2017,0,0,"Study design (not RCT)","",NA,NA,NA
"1207",28495619,"The RESPIRE trials: Two phase III, randomized, multicentre, placebo-controlled trials of Ciprofloxacin Dry Powder for Inhalation (Ciprofloxacin DPI) in non-cystic fibrosis bronchiectasis",2017,0,0,"Study design (not RCT)","",NA,NA,NA
"1208",28501668,"Response Adjusted for Days of Antibiotic Risk (RADAR): evaluation of a novel method to compare strategies to optimize antibiotic use",2017,0,0,"Study design (not RCT)","",NA,NA,NA
"1209",28594680,"Antibiotic therapy in comatose mechanically ventilated patients following aspiration: Differentiating pneumonia from pneumonitis",2017,0,0,"Study design (not RCT)","",NA,NA,NA
"1210",28624819,"A Randomized Trial of Antimicrobial Prophylaxis in Patients Undergoing Medical Thoracoscopy (APT)",2017,0,1,"Resistance during f/u not included","",NA,NA,NA
"1211",28625021,"Antibiotic prophylaxis for elective hysterectomy",2017,0,0,"Study design (not RCT)","Review",NA,NA,NA
"1212",28657870,"A placebo-controlled trial of antibiotics for smaller skin abscesses",2017,0,1,"Resistance during f/u not included","",NA,NA,NA
"1213",28666965,"Individualizing duration of antibiotic therapy in community-acquired pneumonia",2017,0,1,"Resistance during f/u not included","",NA,NA,NA
"1214",28710229,"PIRATE project: point-of-care, informatics-based randomised controlled trial for decreasing overuse of antibiotic therapy in Gram-negative bacteraemia",2017,0,0,"Study design (not RCT)","",NA,NA,NA
"1215",28711318,"Procalcitonin-guided decision making for duration of antibiotic therapy in neonates with suspected early-onset sepsis: a multicentre, randomised controlled trial (NeoPIns)",2017,0,1,"Resistance during f/u not included","",NA,NA,NA
"1216",28722569,"Mass Azithromycin and Malaria Parasitemia in Niger: Results from a Community-Randomized Trial",2017,0,0,"Participants (not bacterial infection)","",NA,NA,NA
"1217",28732822,"Atypical coverage in community-acquired pneumonia after outpatient beta-lactam monotherapy",2017,0,0,"Intervention (not antibiotics or duration)","",NA,NA,NA
"1218",28925502,"Randomized clinical trial of antibiotic therapy for uncomplicated appendicitis",2017,0,1,"Resistance during f/u not included","",NA,NA,NA
"1219",28991759,"The Importance of Perioperative Prophylaxis with Cefuroxime or Ceftriaxone in the Surgical Site Infections Prevention after Cranial and Spinal Neurosurgical Procedures",2017,0,0,"Intervention (not antibiotics or duration)","",NA,NA,NA
"1220",29064884,"Efficacy of Preoperative Oral Antibiotic Prophylaxis for the Prevention of Surgical Site Infections in Patients with Crohn Disease: A Randomized Controlled Trial",2019,0,1,"Resistance during f/u not included","",NA,NA,NA
"1221",29112565,"A Randomized Control Trial of Preoperative Oral Antibiotics as Adjunct Therapy to Systemic Antibiotics for Preventing Surgical Site Infection in Clean Contaminated, Contaminated, and Dirty Type of Colorectal Surgeries",2017,0,1,"Resistance during f/u not included","",NA,NA,NA
"1222",29132478,"Treatment for Symptomatic Bacterial Vaginosis: ARandomized Controlled Trial",2017,0,0,"Intervention (not antibiotics or duration)","",NA,NA,NA
"1223",29153975,"Optimisation of empirical antimicrobial therapy in patients with haematological malignancies and febrile neutropenia (How Long study): an open-label, randomised, controlled phase 4 trial",2017,0,1,"Resistance during f/u not included","",NA,NA,NA
"1225",29263079,"Impact of real-time therapeutic drug monitoring on the prescription of antibiotics in burn patients requiring admission to the intensive care unit",2018,0,0,"Intervention (not antibiotics or duration)","",NA,NA,NA
"1226",29339395,"Explorative Randomized Phase II Clinical Study of the Efficacy and Safety of Finafloxacin versus Ciprofloxacin for Treatment of Complicated Urinary Tract Infections",2018,0,1,"Resistance during f/u not included","",NA,NA,NA
"1227",29358292,"Single Intravenous Dose of Oritavancin for Treatment of Acute Skin and Skin Structure Infections Caused by Gram-Positive Bacteria: Summary of Safety Analysis from the Phase 3 SOLO Studies",2018,0,1,"Resistance during f/u not included","",NA,NA,NA
"1228",29406465,"Randomized Multicenter Study Comparing Safety and Efficacy of Daptomycin Versus Standard-of-care in Pediatric Patients With Staphylococcal Bacteremia",2018,0,0,"Intervention (not antibiotics or duration)","",NA,NA,NA
"1229",29452598,"7 versus 14 days of antibiotic treatment for critically ill patients with bloodstream infection: a pilot randomized clinical trial",2018,1,1,"","10 (9%) with secondary infection with a highly resistant microorganism, including four with methicillin-resistant Staphylococcus aureus, two with vancomycin-resistant Enterococci, two with extended-spectrum beta-lactamase (ESBL)-producing Enterobacteriace",NA,NA,NA
"1230",29484469,"Short-course antibiotic therapy for critically ill patients treated for postoperative intra-abdominal infection: the DURAPOP randomised clinical trial",2018,1,1,"","No signifcant diference between the arms was observed for emergence of MDR bacteria","8","15",""
"1231",29613975,"Antibiotic Overuse in Premature Low Birth Weight Infants in a Developing Country",2019,0,0,"Study design (not RCT)","",NA,NA,NA
"1232",29663044,"Procalcitonin algorithm to guide initial antibiotic therapy in acute exacerbations of COPD admitted to the ICU: a randomized multicenter study",2018,0,1,"Resistance during f/u not included","",NA,NA,NA
"1233",29704955,"Comparison of plate osteosynthesis versus non-operative management for mid-shaft clavicle fractures—A prospective study",2018,0,0,"Intervention (not antibiotics or duration)","",NA,NA,NA
"1234",29766842,"Continuous low-dose antibiotic prophylaxis to prevent urinary tract infection in adults who perform clean intermittent self-catheterisation: The AnTIC RCT",2018,1,1,"","Urine specimens received during asymptomatic periods were split into time categories according to the date the sample was received in relation to the participant’s date of randomisation. Samples were categorised as baseline, 0–3 months, 3–6 months, 6–9 mo",NA,NA,NA
"1235",29781043,"Comparison of Four Days Versus Seven Days Duration of Antibiotic Therapy for Neonatal Pneumonia: A Randomized Controlled Trial",2018,0,1,"Resistance during f/u not included","",NA,NA,NA
"1236",29781385,"Procalcitonin-guided use of antibiotics for lower respiratory tract infection",2018,0,1,"Resistance during f/u not included","",NA,NA,NA
"1237",29781787,"Evaluating the Duration of Prophylactic Post-Operative Antibiotic Agents after Open Reduction Internal Fixation for Closed Fractures",2018,0,1,"Resistance during f/u not included","",NA,NA,NA
"1238",29803638,"Comparative efficacy and safety analysis of CSE-1034: An open labeled phase III study in community acquired pneumonia",2018,0,0,"Intervention (not antibiotics or duration)","",NA,NA,NA
"1239",29914924,"Intravenous cefazolin plus oral probenecid versus oral cephalexin for the treatment of skin and soft tissue infections: A double-blind, non-inferiority, randomised controlled trial",2018,0,0,"Intervention (not antibiotics or duration)","",NA,NA,NA
"1240",30126448,"A randomized placebo controlled clinical trial to evaluate the efficacy and safety of minocycline in patients with Angelman syndrome (A-MANECE study)",2018,0,1,"Resistance during f/u not included","",NA,NA,NA
"1241",30152252,"Partial oral versus intravenous antibiotic treatment of endocarditis",2019,0,0,"Intervention (not antibiotics or duration)","",NA,NA,NA
"1242",30179656,"Efficacy of antibiotic prophylaxis against ventilator-associated pneumonia",2019,0,1,"Resistance during f/u not included","",NA,NA,NA
"1243",30181096,"Safety and efficacy of oral nemonoxacin versus levofloxacin in treatment of community-acquired pneumonia: A phase 3, multicenter, randomized, double-blind, double-dummy, active-controlled, non-inferiority trial",2019,0,0,"Intervention (not antibiotics or duration)","",NA,NA,NA
"1244",30191339,"A systematic review of randomised clinical trials for oral antibiotic treatment of acute pyelonephritis",2018,0,0,"Study design (not RCT)","Review",NA,NA,NA
"1245",30254135,"Follow-on RifAximin for the Prevention of recurrence following standard treatment of Infection with Clostridium Difficile (RAPID): A randomised placebo controlled trial",2019,0,1,"Resistance during f/u not included","",NA,NA,NA
"1246",30264119,"Effect of Algorithm-Based Therapy vs Usual Care on Clinical Success and Serious Adverse Events in Patients with Staphylococcal Bacteremia: A Randomized Clinical Trial",2018,0,1,"Resistance during f/u not included","",NA,NA,NA
"1247",30278428,"Impact of the preoperative use of synbiotics in colorectal cancer patients: A prospective, randomized, double-blind, placebo-controlled study",2019,0,0,"Intervention (not antibiotics or duration)","",NA,NA,NA
"1248",30318069,"Re: Angela Huttner, Arina Kowalczyk, Adi Turjeman, et al. Effect of 5-Day Nitrofurantoin vs Single-dose Fosfomycin on Clinical Resolution of Uncomplicated Lower Urinary Tract Infection in Women: A Randomized Clinical Trial. JAMA 2018;319:1781–9",2018,1,1,"","",NA,NA,NA
"1249",30360748,"Levofloxacin Versus Ceftriaxone and Azithromycin Combination in the Treatment of Community Acquired Pneumonia in Hospitalized Patients",2018,0,1,"Resistance during f/u not included","",NA,NA,NA
"1250",30382016,"Adjunctive rifampicin to reduce early mortality from Staphylococcus aureus bacteraemia: the ARREST RCT",2018,0,0,"Intervention (not antibiotics or duration)","rifampicin resistant Staph included as outcome but rifampicin is used as an adjunct",NA,NA,NA
"1251",30478001,"Short- and long-term impacts of azithromycin treatment on the gut microbiota in children: A double-blind, randomized, placebo-controlled trial",2018,0,1,"Resistance during f/u not included","",NA,NA,NA
"1252",30518334,"Oral fosfomycin versus ciprofloxacin in women with E.coli febrile urinary tract infection, a double-blind placebo-controlled randomized controlled non-inferiority trial (FORECAST)",2018,0,0,"Study design (not RCT)","",NA,NA,NA
