,relevent,dur_trial,reason_exclude,Comments,short_dur,long_dur,fu_period,PMID,title,,,,,,,,,,,,,,,,,
613,1,1,,Colonization with susceptible strains and nonsusceptible strains of Haemophilus influenzae remained relatively unchanged throughout. These findings were also reflected in both the simple and conditional odds ratios — the latter of which may serve as a mea,5,10,14,28002709,Shortened Antimicrobial Treatment for Acute Otitis Media in Young Children,,,,,,,,,,,,,,,,,
646,1,1,,"10 (9%) with secondary infection with a highly resistant microorganism, including four with methicillin-resistant Staphylococcus aureus, two with vancomycin-resistant Enterococci, two with extended-spectrum beta-lactamase (ESBL)-producing Enterobacteriace",NA,NA,NA,29452598,7 versus 14 days of antibiotic treatment for critically ill patients with bloodstream infection: a pilot randomized clinical trial,,,,,,,,,,,,,,,,,
647,1,1,,No signifcant diference between the arms was observed for emergence of MDR bacteria,8,15,,29484469,Short-course antibiotic therapy for critically ill patients treated for postoperative intra-abdominal infection: the DURAPOP randomised clinical trial,,,,,,,,,,,,,,,,,
651,1,1,,"Urine specimens received during asymptomatic periods were split into time categories according to the date the sample was received in relation to the participant’s date of randomisation. Samples were categorised as baseline, 0–3 months, 3–6 months, 6–9 mo",NA,NA,NA,29766842,Continuous low-dose antibiotic prophylaxis to prevent urinary tract infection in adults who perform clean intermittent self-catheterisation: The AnTIC RCT,,,,,,,,,,,,,,,,,
665,1,1,,,NA,NA,NA,30318069,"Re: Angela Huttner, Arina Kowalczyk, Adi Turjeman, et al. Effect of 5-Day Nitrofurantoin vs Single-dose Fosfomycin on Clinical Resolution of Uncomplicated Lower Urinary Tract Infection in Women: A Randomized Clinical Trial. JAMA 2018;319:1781–9",,,,,,,,,,,,,,,,,
666,1,1,,,,,,30347072,Decontamination Strategies and Bloodstream Infections With Antibiotic-Resistant Microorganisms in Ventilated Patients: A Randomized Clinical Trial,,,,,,,,,,,,,,,,,
671,1,1,,"In a post hoc analysis, there was no mortality difference between groups at 14 and 28 days; no complications or relapses were observed between 7 and 14 days. No significant difference between study groups was demonstrated for most of the secondary outcome",NA,NA,NA,30535100,Seven Versus 14 Days of Antibiotic Therapy for Uncomplicated Gram-negative Bacteremia: A Noninferiority Randomized Controlled Trial,,,,,,,,,,,,,,,,,
679,1,1,,Table 4Microbiological outcomes in a subgroup of 159 patients (per-protocol analysis),NA,NA,NA,30853250,"Efficacy and safety of intravenous ceftriaxone at home versus intravenous flucloxacillin in hospital for children with cellulitis (CHOICE): a single-centre, open-label, randomised, controlled, non-inferiority trial",,,,,,,,,,,,,,,,,
685,1,1,,Treatment-associated changes in P. aeruginosa antimicrobial susceptibilities,NA,NA,NA,31035017,Microbiological changes observed over 48 weeks of treatment with inhaled liposomal ciprofloxacin in individuals with non-cystic fibrosis bronchiectasis and chronic Pseudomonas aeruginosa lung infection,,,,,,,,,,,,,,,,,
691,1,1,,No differences in MIC values for solithromycin were identified between patients with treatment failure and those without (data not shown). All isolates with the highest solithromycin MICs for each infection site were eradicated after treatment with solith,NA,NA,NA,31196813,Solithromycin versus ceftriaxone plus azithromycin for the treatment of uncomplicated genital gonorrhoea (SOLITAIRE-U): a randomised phase 3 non-inferiority trial,,,,,,,,,,,,,,,,,
696,1,1,,"Resistance to nitrofurantoin was identified in seven urine cultures, four among nitrofurantoin and three among placebo recipients.",0,Duration of indwelling,6 weeks postop,31503155,Antibiotic Prophylaxis During Catheter-Managed Postoperative Urinary Retention After Pelvic Reconstructive Surgery: A Randomized Controlled Trial,,,,,,,,,,,,,,,,,
705,1,1,,"ESBL-E acquisition rate
Among index children who were negative at baseline, the ESBL-E acquisition rate at W1 was higher in the amoxicillin group than in the placebo group [53.7% (79/147) versus 32.3% (52/161), adjusted risk ratio_=_2.29, P_=_0.001] (Tabl",NA,NA,NA,31821452,Increased risk of acquisition and transmission of ESBL-producing Enterobacteriaceae in malnourished children exposed to amoxicillin,,,,,,,,,,,,,,,,,
708,1,1,,No impact on emergence of bacterial resistance was observed.,NA,NA,NA,31867616,Weekly Sequential Antibioprophylaxis for Recurrent Urinary Tract Infections among Patients with Neurogenic Bladder: A Randomized Controlled Trial,,,,,,,,,,,,,,,,,
716,1,1,,"Rectal colonisation by CRGNO
The rectal swabs were available for 130, 101 and 95 patients in the meropenem and for 127, 94, 103 patients in SOC arm at baseline, EOT and Day 28/ NICU discharge visit, respectively. Cumulative acquisition of CRGNO by Day 28 ",NA,NA,NA,32130261,Meropenem vs standard of care for treatment of neonatal late onset sepsis (NeoMero1): A randomised controlled trial,,,,,,,,,,,,,,,,,
720,1,1,,"Number of patients with newly acquired ciprofloxacin resistance	0	1 (1.4)",NA,NA,NA,32267724,"Targeted retreatment of incompletely recovered chronic obstructive pulmonary disease exacerbations with ciprofloxacin a double-blind, randomized, placebo-controlled, multicenter, phase III clinical trial",,,,,,,,,,,,,,,,,
723,1,1,,"Table 3Occurrence of pathogenic airway bacteria in sputum cultures and macrolide resistance - Emergence of resistance to study antibiotic(s) was rarely detected in subsequent isolates because follow-up clinical specimens were only rarely collected, and no",NA,NA,NA,32484534,"Effect of C-Reactive Protein-Guided Antibiotic Treatment Duration, 7-Day Treatment, or 14-Day Treatment on 30-Day Clinical Failure Rate in Patients With Uncomplicated Gram-Negative Bacteremia: A Randomized Clinical Trial",,,,,,,,,,,,,,,,,
724,1,1,,We collected 66 valid baseline rectal swabs and 62 valid follow-up rectal swabs (Table _(Table3).3). There is no difference between the carriage of antibiotic-resistant micro-organisms between the two treatment arms at baseline or 30_days after surgery. I,NA,NA,NA,32539786,Prevention of severe infectious complications after colorectal surgery using oral non-absorbable antimicrobial prophylaxis: Results of a multicenter randomized placebo-controlled clinical trial,,,,,,,,,,,,,,,,,
733,1,1,,"This was shown by the results of the fecal colonization tests of both Days 7 and 28 (odds ratio, 12.6; 95% CI, 3.7–42.8; P_<_0.001 for Day 7; and 10.8; 95% CI, 3.6–32.5; P_=_0.003 for Day 28). However, in the PCT-guidance arm, the risk to reach the primar",NA,NA,NA,32757963,Procalcitonin to reduce long-term infection-associated adverse events in sepsis a randomized trial,,,,,,,,,,,,,,,,,
736,1,1,,"In post-hoc analysis of MICs, in the cefiderocol group, 12 isolates (from 12 patients [15%]) had at least a four-fold increase in cefiderocol MIC from baseline (ie, five for A baumannii, one for S maltophilia, three for K pneumoniae, and three for P aerug",NA,NA,NA,33058795,"Efficacy and safety of cefiderocol or best available therapy for the treatment of serious infections caused by carbapenem-resistant Gram-negative bacteria (CREDIBLE-CR): a randomised, open-label, multicentre, pathogen-focused, descriptive, phase 3 trial",,,,,,,,,,,,,,,,,
747,1,1,,"Surveillance sputum, throat, rectum, axilla, and wounds was assessed at the time of ICU admission, once weekly during the stay, at discharge from the ICU, and, if possible, at 7 days after ICU discharge",NA,NA,NA,14522530,Effects of selective decontamination of digestive tract on mortality and acquisition of resistant bacteria in intensive care: a randomised controlled trial,,,,,,,,,,,,,,,,,
748,1,1,,,NA,NA,NA,11967597,Selective decontamination of subglottic area in mechanically ventilated patients with multiple trauma,,,,,,,,,,,,,,,,,
756,1,1,,,NA,NA,NA,12379544,"Influence of combined intravenous and topical antibiotic prophylaxis on the incidence of infections, organ dysfunctions, and mortality in critically ill surgical patients: a prospective, stratified, randomized, double-blind, placebo-controlled clinical tr",,,,,,,,,,,,,,,,,
757,0,1,,,NA,NA,NA,11451595,Selective decontamination of the digestive tract in severely burned pediatric patients,,,,,,,,,,,,,,,,,
759,1,1,,Two participants in the selective bowel decontamination group and four in the nystatin group were identified as having fecal colonization with vancomycin-resistant enterococci. Vancomycin-resistant enterococci were not identified as pathogens in any of th,NA,NA,NA,12131685,"A randomized, prospective, double-blinded evaluation of selective bowel decontamination in liver transplantation",,,,,,,,,,,,,,,,,
764,1,1,,"The most prevalent superinfecting pathogen was H. parainfluenzae (in seven patients in the cefdinir group and six in the cefprozil group). None of these superinfecting H. parainfluenzae were resistant to cefdinir, but two of six were resistant to cefprozi",NA,NA,NA,10837440,Comparison of a 5 day regimen of cefdinir with a 10 day regimen of cefprozil for treatment of acute exacerbations of chronic bronchitis,,,,,,,,,,,,,,,,,
773,1,1,,,NA,NA,NA,16142656,Reduction of antibiotic use in the community reduces the rate of colonization with penicillin G-nonsusceptible Streptococcus pneumoniae,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
