No,PMID,title,year,journal,age_grp,interven,interven_type,blind_all,source_cont_required,source_cont_done,cond_specific,cond_cat,sterile_site,n_randomised,setting,country,income,short_protocol,long_protocol,short_actual,long_actual,rand_process,hypothesis,margin,pri_analysis_population,sec_analysis_pop,diffshown_ITT,diffshown_PP,arm_clinicalsuperior,outcome_measure,sample_size_calculated,didnotmeetcalculatedsamplesize,RoB2,n_short_randomised,n_long_randomised,n_analysed,n_adherent_short,n_adherent_long,shortXlong,longXshort,adhere_monitor,excl_prianalysis_reason,funding,diagnosis,abx_specific,abx_short,abx_long,culture_directed_insome,fu_period,fu_period_note,primary_outcome,combined_outcome,obj_outcome,abxpresc_outcome,outcome_clinical,outcome_microb_clinical,outcome_microb_colonising,abx_se,outcome_economic,per_priclinicaloutcome_short,per_priclinicaloutcome_long,per_mortality,note
230,2012351,How long should catheter-acquired urinary tract infection in women be treated? A randomized controlled study,1991,Annals of Internal Medicine,adults,"randomly assigned to receive no therapy, a single dose (320-1600 mg) of therapy with trimethoprim-sulfamethoxazole, or 10 days (160-800 mg twice daily) of therapy.",arbitruary durations,0,0,NA,catheter-acquired urinary tract infection,Urinary tract infection,0,119,inpatient,Canada,high,1,10,NA,NA,NA,not reported,NA,ITT,none,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
231,2105115,Single dose cefotaxime plus metronidazole versus three dose cefuroxime plus metronidazole as prophylaxis against wound infection in colorectal surgery: multicentre prospective randomised study,1990,The BMJ,adults,"Group 1 received cefotaxime 1 g intravenously plus metronidazole 500 mg intravenously preoperatively. Group 2 received cefuroxime 1.5 g intravenously plus metronidazole 500 mg intravenously preoperatively, followed by cefuroxime 750 mg intravenously plus metronidazole 500 mg intravenously eight hours and 16 hours postoperatively.",arbitruary durations,0,0,NA,postoperative prophylaxis after colorectal surgery,Prophylaxis (post-surgery),1,1018,inpatient,UK,high,1 dose,3 doses,NA,NA,NA,not reported,NA,PP,none,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
232,2127268,Five day treatment of pharyngotonsillitis with cefpodoxime proxetil,1990,Journal of Antimicrobial Chemotherapy,adults,Patients were randomly assigned to receive cefpodoxime proxetil 100 mg bd for five days or penicillin V 0-6 g tid for ten days.,arbitruary durations,0,0,NA,pharyngotonsillitis ,Upper respiratory tract infection,0,162,outpatient,France and South Africa,high,5,10,NA,NA,NA,not reported,NA,PP,none,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
233,2258342,Single-dose pefloxacin versus five-days treatment with norfloxacin in uncomplicated cystitis in women,1990,Journal of Antimicrobial Chemotherapy,adults,Patients were randomly assigned to receive either (a) two tablets 400 mg pefloxacin and one placebo capsule followed by twice daily one placebo capsule or (b) two placebo tablets and one capsule norfloxacin 400 mg followed by twice daily one capsule norfloxacin 400 mg.,arbitruary durations,0,0,NA,uncomplicated cystitis,Urinary tract infection,0,227,outpatient,Netherlands,high,1,5,NA,NA,NA,difference,NA,PP,none,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
234,2286466,Single dose fosfomycin trometamol versus multiple dose norfloxacin over three days for uncomplicated UTI in general practice,1990,Infection,adults,"comparison between a standard therapy with norfloxacin 400 mg twice daily, and fosfomycin trometamol (3 g) in single dose in uncomplicated urinary tract infections (UTI) in women",arbitruary durations,0,0,NA,uncomplicated UTI,Urinary tract infection,0,32,outpatient,Belgium,high,1,2,NA,NA,NA,not reported,NA,ITT,none,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
235,2291755,Pivmecillinam treatment in acute cystitis. Three versus seven days study,1990,Arzneimittelforschung.,adults,151 patients were treated for three days with two tablets of pivmecillinam 200 mg t.i.d. and 148 patients for seven days with one tablet t.i.d.,arbitruary durations,0,0,NA,uncomplicated acute cystitis.,Urinary tract infection,0,345,outpatient,Finland,high,3,7,NA,NA,NA,not reported,NA,PP,none,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
236,2766869,"Treatment of childhood bacterial meningitis with ceftriaxone once daily: open, prospective, randomized, comparative study of short-course versus standard-length therapy",1989,Chemotherapy,children,"The duration of the short-course regimens was 4, 6 and 7 days for Neisseria meningitidis, Hemophilus influenzae and Streptococcus pneumoniae, respectively. The standard-length regimens were twice as long. On the basis of a computer-generated randomization list, 26 children were assigned either to the short- or to the standard-treatment regimen.",arbitruary durations,0,0,NA,childhood bacterial meningitis,Meningitis,1,52,inpatient,Greece,high,"4,6,7","8,12,14",NA,NA,NA,not reported,NA,ITT,none,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
237,2570104,Five days versus one day of penicillin as prophylaxis in elective neurosurgical operations,1989,The Journal of Hospital Infection,adults,"Patients were allocated, by reference to a table of random numbers, to receive either benzyl penicillin 600 mg im at premeditation followed by three further doses 6 hourly (regimen A), or benzyl penicillin 600 mg im at premeditation followed by benzyl penicillin im or phenethicillin 500 mg 6 hourly per OS (as soon as the patient could tolerate oral agents) to complete a total of five days therapy (regimen B).",arbitruary durations,0,0,NA,postoperative prophylaxis after elective neurosurgical operations,Prophylaxis (post-surgery),1,450,inpatient,UK,high,1,5,NA,NA,NA,not reported,NA,PP,none,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
238,2644108,"Single-dose cefotetan vs. multiple-dose cefoxitin--antimicrobial prophylaxis in colorectal surgery. Results of a prospective, multicenter, randomized study",1989,Diseases of the Colon & Rectum,adults,"206 received cefoxitin (1 gm intravenously at the beginning of surgery and after 3, 6, and 12 hours, group A) and 197 cefotetan (2 gm intravenously at the beginning of surgery, group B)",arbitruary durations,0,0,NA,postoperative prophylaxis after colorectal surgery,Prophylaxis (post-surgery),0,403,inpatient,Italy,high,1 dose,4 doses,NA,NA,NA,not reported,NA,ITT,none,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
239,2678858,"Preoperative cell-mediated immunity and duration of antibiotic prophylaxis in relation to postopertive infectious complications. A controlled trial in biliary, gastroduodenal and colorectal surgery",1989,Acta Chirurgica Scandinavica,adults,not reported,arbitruary durations,0,0,NA,"postoperative prophylaxis after biliary, gastroduodenal and colorectal surgery",Prophylaxis (post-surgery),0,750,inpatient,Denmark,high,not reported,not reported,NA,NA,NA,not reported,NA,ITT,none,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
240,2682096,[Duration of the preventive use of antibiotics in colorectal surgery--single administration versus short-term prevention],1989,Langenbeck's Archives of Surgery,adults,The effect of a combination of 4 g mezlocillin and 0.5 g metronidazole for the prophylaxis against infections in a one-shot dose immediately preoperatively compared to a short-time dose of 2 days,arbitruary durations,0,0,NA,postoperative prophylaxis after resection of colorectal carcinoma,Prophylaxis (post-surgery),0,90,inpatient,German,high,1,2,NA,NA,NA,equivalency,not reported,PP,none,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Full article not available in English
241,2722725,Single-dose cefmetazole versus multiple dose cefoxitin for prophylaxis in abdominal surgery,1989,Journal of Antimicrobial Chemotherapy,adults,"Subjects randomly received one of two regimens in an open-label fashion, either cefmetazole given preoperatively or cefoxitin given preoperatively then every 6 h for two doses.",arbitruary durations,0,0,NA,postoperative prophylaxis after abdominal surgery,Prophylaxis (post-surgery),0,246,inpatient,Georgia,high middle,1 dose,3 doses,NA,NA,NA,difference,NA,PP,none,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
242,3048935,"Cefoxitin for one day vs. ampicillin and metronidazole for three days in elective colorectal surgery. A prospective, randomized, multicenter study",1988,Diseases of the Colon & Rectum,adults,"Patients were preoperatively allocated to either ampicillin, 1 gm, four times daily, and metronidazole, 0.5 gm, three times daily, for 72 hours, or to cefoxitin, 2 gm, given three times in a period of 10 hours.",arbitruary durations,0,0,NA,postoperative prophylaxis after elective colorectal surgery,Prophylaxis (post-surgery),0,352,inpatient,Denmark,high,1,3,NA,NA,NA,difference,NA,PP,none,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
243,3277588,Duration of preventive antibiotic administration for open extremity fractures,1988,The Archives of Surgery ,adults,The three study arms were as follows: (1) 2 g of cefonicid sodium intravenously for one day; (2) 2 g of cefonicid sodium intravenously followed by 1 g of cefonicid sodium intravenously every 24 hours for five days; and (3) 2 g of cefamandole nafate intravenously followed by 1 g of cefamandole nafate intravenously every six hours for five days.,arbitruary durations,1,0,NA,postoperative prophylaxis after open extremity fracture surgery,Prophylaxis (post-surgery),1,341,inpatient,US,high,1,5,NA,NA,NA,difference,NA,PP,none,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
244,3286537,Two-day cefamandole versus five-day cephazolin prophylaxis in 965 total hip replacements. Report of a multicentre double blind randomised trial,1988,International Orthopaedics,adults,compare a 5-day course of cephazolin with a regimen of 2 days of cefamandole in 965 total hip replacements,arbitruary durations,1,0,NA,postoperative prophylaxis after total hip replacements,Prophylaxis (post-surgery),1,965,inpatient,France,high,2,5,NA,NA,NA,difference,NA,ITT,none,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
245,3396485,Optimal duration of cefotaxime prophylaxis in abdominal and vaginal hysterectomy,1988,Drugs,adults,patients were randomly allocated to short course (2g cefotaxime IV at anaesthesia) or long course (2g cefotaxime at anaesthesia plus 7 doses of 1g 12-hourly) prophylaxis.,arbitruary durations,0,0,NA,postoperative prophylaxis after abdominal and vaginal hysterectomy,Prophylaxis (post-surgery),0,293,inpatient,Australia,high,1,4,NA,NA,NA,not reported,NA,ITT,none,1,NA,long,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
246,3129780,Five versus ten days treatment of group A streptococcal pharyngotonsillitis: a randomized controlled clinical trial with phenoxymethylpenicillin and cefadroxil,1988,Scandinavian Journal of Infectious Diseases,adults,"the patients were randomly assigned to 1 of 3 treatment groups. Group I received the potassium salt of phenoxymethylpenicillin (penicillin V) for 5 days and placebo for 5 days, group I1 penicillin V for 10 days and group III cefadroxil for 10 days.",arbitruary durations,1,0,NA,Group A Streptococal Pharyngotonsillitis,Upper respiratory tract infection,0,216,outpatient,Sweden,high,5,10,NA,NA,NA,not reported,NA,ITT,none,1,NA,long,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
247,3277153,Five vs. ten days of therapy for acute otitis media,1988,The Pediatric Infectious Disease Journal ,children,randomized into 2 treatment groups: 10 days of therapy with cefaclor or 5 days of therapy followed by 5 days of placebo. The dosage of cefaclor was 40 mg/kg/day administered orally in equally divided doses at 12-hour intervals.,arbitruary durations,1,0,NA,acute otitis media,Ear Nose Throat Infection,0,175,outpatient,US,high,5,10,NA,NA,NA,not reported,NA,PP,none,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
248,3056259,"Double-blind, randomized comparison of 24 weeks of norfloxacin and 12 weeks of norfloxacin followed by 12 weeks of placebo in the therapy of complicated urinary tract infection",1988,Antimicrobial Agents and Chemotherapy,adults,Patients who completed 12 weeks of therapy without major adverse effects and without symptomatic persistence of infection were randomized to continue to receive either norfloxacin (400 mg orally twice a day) or an identical placebo twice a day.,arbitruary durations,1,0,NA,complicated UTI,Urinary tract infection,0,15,outpatient,Canada,high,84,168,NA,NA,NA,difference,NA,ITT,none,1,NA,long,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
249,3287839,"One or three weeks' treatment of acute pyelonephritis? A double-blind comparison, using a fixed combination of pivampicillin plus pivmecillinam",1988,Acta Medica Scandinavica,adults,1 and 3 weeks' pivampicillin plus pivmecillinam treatment were compared,arbitruary durations,1,0,NA,acute pyelonephritis,Urinary tract infection,0,61,outpatient,Sweden,high,7,21,NA,NA,NA,difference,NA,ITT,none,1,NA,long,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
250,3068098,Comparison of tinidazole given as a single dose and on 2 consecutive days for the treatment of nonspecific bacterial vaginosis,1988,Gynecologic and Obstetric Investigation,adults,"randomized, double-blind study with (1) tinidazole 2 g as a single dose (82 patients), (2) tinidazole 2 g on 2 consecutive days (84 patients), and (3) with placebo (81 patients).",arbitruary durations,1,0,NA,nonspecific bacterial vaginosis,Vaginosis,0,247,outpatient,Norway,high,1,2,NA,NA,NA,not reported,NA,ITT,none,1,NA,long,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
251,3101484,Five vs ten days of penicillin V therapy for streptococcal pharyngitis,1987,THE AMERICAN JOURNAL OF DISEASES OF CHILDREN,children,randomly assigned to receive 250 mg of penicillin V potassium three times daily for either five or ten days.,arbitruary durations,0,0,NA,group A beta-hemolytic streptococcal (GABHS) pharyngitis ,Upper respiratory tract infection,0,172,outpatient,US,high,5,10,NA,NA,NA,difference,NA,ITT,none,1,NA,long,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
252,3492950,Acute renal infection in women: treatment with trimethoprim-sulfamethoxazole or ampicillin for two or six weeks. A randomized trial,1987,Annals of Internal Medicine,adults,"compared the efficacy of orally administered ampicillin, 2 g/d, with that of trimethoprim-sulfamethoxazole, 320 mg/d-1600 mg/d, given for 2 or 6 weeks for outpatient management",arbitruary durations,0,0,NA,Acute renal infection,Renal Infection,0,60,outpatient,US,high,14,42,NA,NA,NA,difference,NA,ITT,none,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
253,3543037,[Value of short prophylactic antibiotherapy in thoracic and vascular surgery. Comparative randomized double-blind study of 3 and 8 injections of cefamandole],1986,Journal de Chirurgie (J CHIR-PARIS),adults,"Patients were randomly allocated to receive either 3 injections of cefamandole: at induction of anesthesia and after 4 and 10 hours (251 cases) or 8 injections of the same antibiotic: at induction of anesthesia, after 4 hours and then every 6 hours up to 40 hours (256 cases).",arbitruary durations,1,0,NA,postoperative prophylaxis aftert horacic and vascular surgery,Prophylaxis (post-surgery),0,507,inpatient,France,high,1,2,NA,NA,NA,difference,NA,ITT,none,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
254,3514630,Perioperative antimicrobial prophylaxis in cardiovascular surgery. A prospective randomized trial comparing two day cefuroxime prophylaxis with four day cefazolin prophylaxis,1986,THE JOURNAL OF CARDIOVASCULAR SURGERY,adults,four-day cefazolin prophylaxis (Kefzol 0.5 gr every 6 h) compared with two-day cefuroxime administration (Zinacef 1.5 gr every 12 h).,arbitruary durations,0,0,NA,postoperative prophylaxis after cardiovascular surgery.,Prophylaxis (post-surgery),0,566,inpatient,missing,missing,2,4,NA,NA,NA,missing,missing,missing,missing,missing,missing,missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,(ABSTRACT TRUNCATED AT 250 WORDS)
255,3893511,A single dose of sulfametopyrazine versus 7 days of ampicillin in acute on chronic bronchitis,1985,British Journal of Diseases of the Chest,adults,"After initial assessment patients received in randomized double-blind fashion either sulfametopyrazine 2 g + one placebo capsule, indistinguishable from ampicillin, followed by one placebo capsule thrice daily, for a total of 7 days or a placebo tablet of sulfametopyrazine + a 250 mg capsule of ampicillin followed by ampicillin 250 mg thrice daily, for 7 days",arbitruary durations,0,0,NA,acute or chronic bronchitis,Lower respiratory tract infection,0,42,inpatient,UK,high,1,7,NA,NA,NA,difference,NA,ITT,none,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
256,3889396,Seven days of ceftriaxone therapy is as effective as ten days' treatment for bacterial meningitis,1985,The Journal of the American Medical Association,children,"All patients with meningitis caused by Neisseria meninffitidis were treated for only seven days because this has been our practice for many years. Those with meningitis caused by Streptococcus pneumoniae, H influenzae, or Streptococcus agalactiae (group B streptococcus) were assigned to receive either seven or ten days of therapy, using a computer-generated randomized number list",arbitruary durations,0,0,NA,bacterial meningitis,Meningitis,1,79,inpatient,US,high,7,10,NA,NA,NA,not reported,NA,ITT,none,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
257,3887560,Cefadroxil once daily for three or seven days versus amoxycillin for seven days in uncomplicated urinary tract infections in women,1985,Scandinavian Journal of Infectious Diseases,adults,The patients were randomly allocated to one of 3 treatment regimens: cefadroxil 2 capsules of 500 mg administered once daily for 3 or 7 days and amoxycillin 1 capsule of 375 mg t.i.d. for 7 days.,arbitruary durations,0,0,NA,uncomplicated urinary tract infections,Urinary tract infection,0,230,outpatient,Sweden,high,3,7,NA,NA,NA,difference,NA,ITT,none,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
258,4002410,[Treatment of acute urinary infections. Comparison between pivmecillinam for 3 days and sulfamethizole therapy for 6 days],1985,Ugeskr Laeger,adults,Comparison between pivmecillinam for 3 days and sulfamethizole therapy for 6 days,arbitruary durations,missing,0,NA,uncomplicated acute cystitis ,Urinary tract infection,0,missing,missing,Denmark,high,3,6,NA,NA,NA,missing,missing,missing,missing,missing,missing,missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[Article in Danish] No abstract available
