"","PMID","PUI","Title","Publication.Year"
"4657",17464604,"L46676657","Reduced hospital stay and narcotic consumption, and improved mobilization with local and intraarticular infiltration after hip arthroplasty: A randomized clinical trial of an intraarticular technique versus epidural infusion in 80 patients",2007
"4658",17463113,"L46851124","Clinical outcome and rate of complications after primary total knee replacement performed with quadriceps-sparing or standard arthrotomy",2007
"4659",17617290,"L47016642","Effects of branded versus generic terazosin hydrochloride in adults with benign prostatic hyperplasia: A randomized, open-label, crossover study in taiwan",2007
"4660",17273815,"L47097080","Comparison of prosthetic mesh repair and tissue repair in the emergency management of incarcerated para-umbilical hernia: A prospective randomized study",2007
"4661",17305788,"L46257112","Prospective randomized controlled study of Hydrofiber® dressing containing ionic silver or calcium alginate dressings in non-ischaemic diabetic foot ulcers",2007
"4662",17362810,"L46386313","Moxifloxacin vs amoxicillin/clavulanate in the treatment of acute sinusitis",2007
"4668",17308269,"L350002920","Sequenced compared with simultaneous anthracycline and cyclophosphamide in high-risk stage I and II breast cancer: Final analysis from INT-0137 (S9313)",2007
"4669",17262041,"L46195906","Randomized trial of percutaneous central venous lines versus peripheral intravenous lines",2007
"4670",17280499,"L46268013","Alemtuzumab in chronic lymphocytic leukemia",2007
"4671",17164546,"L46269282","A randomized controlled trial of enteral versus parenteral feeding in patients with predicted severe acute pancreatitis shows a significant reduction in mortality and in infected pancreatic complications with total enteral nutrition",2006
"4672",17287305,"L46271719","Population screening for lung cancer using computed tomography, is there evidence of clinical effectiveness? A systematic review of the literature",2007
"4673",17256746,"L46374587","Adding-on versus switching-to adefovir therapy in lamivudine-resistant HBeAg-negative chronic hepatitis B",2007
"4674",17335692,"L46423062","Antibacterial prophylaxis in patients with neutropenia",2007
"4679",17180553,"L350130404","A randomized comparison of transobturator tape and Burch colposuspension in the treatment of female stress urinary incontinence",2007
"4682",17141481,"L44959780","Effects of anti-Helicobacter pylori treatment and probiotic supplementation on intestinal microbiota",2007
"4684",17080004,"L46035690","Early predictors for infection recurrence and death in patients with ventilator-associated pneumonia",2007
"4685",17187610,"L46307382","Improvement of the eradication rate of Helicobacter pylori gastritis in children is by adjunction of omeprazole to a dual antibiotherapy",2007
"4688",17120172,"L47023332","A randomized trial of local anesthesia with intravenous sedation vs general anesthesia for the vaginal correction of pelvic organ prolapse",2007
"4689",17854593,"L47374144","Primary Prophylaxis of Spontaneous Bacterial Peritonitis Delays Hepatorenal Syndrome and Improves Survival in Cirrhosis",2007
"4691",17845685,"L47383342","Nitrofuran-based regimens for the eradication of Helicobacter pylori infection",2007
"4695",17180590,"L44968927","Long-term antibiotic treatment with roxithromycin in patients with multiple sclerosis",2006
"4696",17114653,"L46631364","Meta-analysis of randomized controlled trials of prophylactic granulocyte colony-stimulating factor and granulocyte-macrophage colony-stimulating factor after autologous and allogeneic stem cell transplantation",2006
"4697",17081282,"L47086461","Reduction of nosocomial pneumonia after major burns by trace element supplementation: Aggregation of two randomised trials",2006
"4698",17197376,"L46164963","No virological failure in semen during properly suppressive antiretroviral therapy despite subtherapeutic local drug concentrations",2006
"4699",16855971,"L44587953","Long-term antibiotics for preventing recurrent urinary tract infection in children.",2006
"4700",16856095,"L44588075","Antibiotic prophylaxis for surgical introduction of intracranial ventricular shunts.",2006
"4701",16787958,"L44404483","Prognostic factors and clinical outcome in acute lower respiratory tract infections: A prospective study in general practice",2006
"4703",16965415,"L44352546","Skin colonization by Staphylococcus aureus in patients with eczema and atopic dermatitis and relevant combined topical therapy: A double-blind multicentre randomized controlled trial",2006
"4704",16940855,"L44454814","Brief report: Randomized controlled trial of zinc supplementation for persistent diarrhea in adults with HIV-1 infection",2006
"4706",17014560,"L44470095","Combined therapy of low-dose tacrolimus and prednisone in nephrotic syndrome with slight mesangial proliferation",2006
"4707",17127226,"L44776161","A pilot study on prevention of catheter-related urinary tract infections with fluoroquinolones",2006
"4708",16939743,"L44308435","A multicenter prospective randomized trial of corticosteroids in primary therapy for Kawasaki disease: Clinical course and coronary artery outcome",2006
"4710",16934148,"L47086878","Administration of antibiotics via the respiratory tract for the prevention of ICU-acquired pneumonia: A meta-analysis of comparative trials",2006
"4712",16856905,"L44006104","Role of interferon-alpha administration after 2-deoxycoformycin in the treatment of hairy cell leukemia patients",2006
"4713",16882326,"L44051349","Role of the preliminary susceptibility testing for initial and after failed therapy of Helicobacter pylori infection with levofloxacin, amoxicillin, and esomeprazole",2006
"4714",16846734,"L44149088","Gemcitabine and split-dose paclitaxel or docetaxel in metastatic breast cancer: A randomised phase II study",2006
"4715",16858182,"L44305534","Randomized controlled trial of moxifloxacin compared with piperacillin-tazobactam and amoxicillin-clavulanate for the treatment of complicated intra-abdominal infections",2006
"4718",17190130,"L46317640","Peripheral venous catheter-related inflammation: A randomized prospective trial",2006
"4720",16652311,"L43752642","Reduction of urinary tract infection and antibiotic use after surgery: A controlled, prospective, before-after intervention study",2006
"4725",16608782,"L43573098","Cost effectiveness of local collagen-gentamicin as prophylaxis for sternal wound infections in different risk groups",2006
"4727",16569261,"L47086791","Combination therapy versus monotherapy: A randomised pilot study on the evolution of inflammatory parameters after ventilator associated pneumonia [ISRCTN31976779]",2006
"4730",16522892,"L43429882","Telephone follow-up of patients receiving antibiotic prescriptions from community pharmacies",2006
"4732",16495262,"L43327805","Pharmacokinetic-pharmacodynamic relationships describing the efficacy of oritavancin in patients with Staphylococcus aureus bacteremia",2006
"4733",16507847,"L43372521","Determining asthma treatment by monitoring sputum cell counts: Effect on exacerbations",2006
"4734",16480401,"L43400184","CDP571, a humanized monoclonal antibody to tumour necrosis factor-α, for steroid-dependent Crohn's disease: A randomized, double-blind, placebo-controlled trial",2006
"4735",16507165,"L47079786","Effect of oral decontamination with chlorhexidine on the incidence of nosocomial pneumonia: A meta-analysis",2006
"4736",16452592,"L43180914","Inhaled heparin in cystic fibrosis",2006
"4738",16355320,"L43054218","Use of broad-spectrum antimicrobials for the treatment of pneumonia in seriously ill patients: Maximizing clinical outcomes and minimizing selection of resistant organisms",2006
"4741",16437135,"L43695562","Intensive consolidation versus oral maintenance therapy in patients 61 years or older with acute myeloid leukemia in first remission: Results of second randomization of the AML HD98-B treatment trial [13]",2006
"4742",16797249,"L43994545","Onercept for Moderate-to-Severe Crohn's Disease: A Randomized, Double-Blind, Placebo-Controlled Trial",2006
"4743",16932345,"L44590960","Non-infusional vs intravenous consolidation chemotherapy in elderly patients with acute myeloid leukemia: Final results of the EORTC-GIMEMA AML-13 randomized phase III trial",2006
"4747",16034908,"L41834212","Vitamin A for non-measles pneumonia in children.",2005
"4748",16235325,"L41867551","Interventions to improve antibiotic prescribing practices in ambulatory care.",2005
"4749",16235326,"L41867552","Interventions to improve antibiotic prescribing practices for hospital inpatients.",2005
"4750",16235397,"L41867618","Prophylactic antibiotics to reduce morbidity and mortality in neonates with umbilical venous catheters.",2005
"4755",16256917,"L41539767","Paint-only is equivalent to scrub-and-paint in preoperative preparation of abdominal surgery sites",2005
"4756",16169304,"L44356111","β-Lactamase inhibition with clavulanic acid supplementing standard amoxycillin-based triple therapy does not increase Helicobacter pylori eradication rate",2005
"4758",16247099,"L41546691","Efficacy of an extract of North American ginseng containing poly-furanosyl-pyranosyl-saccharides for preventing upper respiratory tract infections: A randomized controlled trial",2005
"4763",16097980,"L41215807","The modified Misgav-Ladach versus the Pfannenstiel-Kerr technique for cesarean section: A randomized trial",2005
